video_uid,origin_video_id,video_source,duration_sec,scenarios,device,deid_scrubbed_audio,deid_scrubbed_faces,example_clip_url,example_manifold_path,physical_setting_name,scan_cvdf_source_location,fb_participant_id
171878de-2df9-4bcf-badb-04be5f62418c,subject00033_video00008,minnesota,499.63,['Playing board games'],Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_511331729854497_6524559589669393499_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=7f977354179696a4913685a34c4d871e&oe=60741A61&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/8d49edbd-c079-4bb9-9561-48c508f8ba5b.mp4,None,None,257
17305a86-298d-43cb-9ab2-032eebf565bb,P50_0358,cmu,4201.9400000000005,['Doing yardwork / shoveling snow'],GoPro Hero Black 8,0,1,https://interncache-frc.fbcdn.net/v/t53.39266-7/56627906_251699826461032_8373880656805266574_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=ac153ff3c2fc312987c8da6a69aa1b74&oe=60710230&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/030132f6-cd15-4f93-b685-bcd888f20222.mp4,None,None,48
17324963-0877-482d-a189-11cc2862095c,010_0621_0046,kaust,3379.2999999999997,[],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_2067198046744354_1230445366209448864_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=3908fcbebd1c730113237b3833ed7479&oe=607186BA&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/219d6b45-f378-4716-9edf-cc49ac10f67e.mp4,None,None,1
174bee0b-b5d6-4e22-b81d-048005ae6ba6,20200727_E7_GX010098,utokyo,668.12,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/45826830_1805081169657228_4486978524930088916_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=848557bdf631cb4d8759a8d952d45db6&oe=60737598&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/05d69be7-ad72-464f-8724-35e95bf81b95.mp4,None,None,212
17607d8a-806f-4990-b5e7-756b6389c826,unict_001_0184,unict,786.07,['Scooter mechanic'],GoPro Hero Black 7,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_238048728020815_6215824486453445534_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=1c2e7432153bbbc2a04124883593c4bb&oe=6072E246&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/26cce422-062d-42aa-9d17-54ccd8c785a4.mp4,Scooter mechanic,s3://ego4d-unict/3dscans/unict_3dscan_001/,29
17b62651-e5e3-4d06-8911-86becc7f7ac3,P6_0011,cmu,4281.2300000000005,['Crafting/knitting/sewing/drawing/painting'],GoPro Hero Black 8,0,0,None,manifold://ego4d_fair/tree/clip/0ec5fcd1-3f69-42f9-8c94-2953942f24c7.mp4,None,None,45
17cd1d99-044c-4b1b-97b4-f3de34f8e55b,subject00002_video00108,minnesota,418.0,['Camp setup/pack-up/chores'],Zshade,0,0,None,manifold://ego4d_fair/tree/clip/00457a0b-81b7-43a5-9011-3a2fbb0e513c.mp4,None,None,137
17e336f3-3c84-403a-a917-3e7ed6986ce3,unict_028_0571,unict,81.37,['Bike mechanic'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/41507134_777537439786967_6103034311403960250_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=d1a0a806337c996c11487a54d575e682&oe=60713C53&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/00ff0057-2c40-46f6-be92-9db7eceb6a50.mp4,Bike mechanic,s3://ego4d-unict/3dscans/unict_3dscan_004/,17
17feccd5-5a0d-4115-b8a6-a21c81716a37,unict_021_0992,unict,469.29,['Carpenter'],GoPro Hero 4,1,0,None,manifold://ego4d_fair/tree/clip/7892b5a5-8b4c-4584-9954-ef7e9aa43467.mp4,None,None,19
180b72fa-2102-414e-a6d5-2806e53f320c,P8_0200,cmu,644.8000000000001,['Car mechanic'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_421547825569444_4520481806280360870_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=abd565796ae5b7bc4c49c3f87298bcf4&oe=6071C5DD&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/012015de-f12b-47f8-af19-df34d787dec6.mp4,None,None,44
182dffe9-d2bf-4a7d-b1d8-137470f0143d,subject00002_video00130,minnesota,1709.73,['Outdoor cooking'],Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/43889064_1042361446291932_4927442497746008463_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=fd6be32369afa7226163bc3c857ae951&oe=6072ADA2&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/008355ad-3413-4bec-afbe-d9cbd0071d5a.mp4,None,None,137
182ee74e-321c-4f06-b1f4-c00dd3b4ce0c,P8_0142,cmu,23.8,['Car mechanic'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46943852_235965004887607_1869333580346598203_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=9daafc611ccd5af8321379a8669106f5&oe=6072DF95&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/4d6fca73-1a17-403f-ab5a-49510883fd99.mp4,None,None,44
188085b1-9719-4fe9-b505-6171370e92f2,20200629_E7_GX030068,utokyo,148.89,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_149954563220321_8388766210722979769_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=4581e71df54f3f2928a0c6ba97ad0e34&oe=6071E8F7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/769f632c-fa11-4b5e-84e5-73ef0ebb0cbd.mp4,None,None,215
18a3840b-7463-43c4-9aa9-b1d8e486fa84,P5_0008,cmu,4052.78,['Carpenter'],GoPro Hero Black 8,0,1,https://interncache-frc.fbcdn.net/v/t53.39266-7/46474816_198844711768269_8549056144667079395_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=f31ee3b58fd324adbb7c3e896a3f2b2d&oe=60716794&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/003b638c-faff-49a0-ba6d-1030fe35e0b1.mp4,None,None,50
18be74c1-9b20-41ca-8a89-7d0a1832ff55,unict_038_0655,unict,1553.17,['Household management - caring for kids'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_243553783917635_5169113946880482921_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=c9768fff7434d4b03fbd8ffd8d9be9c9&oe=60718506&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/13c5ffe2-c874-4fe4-85a9-75c2f0708611.mp4,None,None,11
18ce5151-0fcf-4c2a-a06d-bd66da76d84d,P7_0015,cmu,115.6,['Doing yardwork / shoveling snow'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_764508377495278_7997954614392198915_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=59c68c5a1e5a786aa848637f4ac206bf&oe=6070F4DC&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/4b7940a1-c9ae-490c-a133-1b667959ae8b.mp4,None,None,43
18e6ce4e-d21a-47f3-baf7-fd0e42ff0fff,0206_001_021_001_004_036_001,iiith,4796.95,['Cooking'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_164444645158175_2351247637663911437_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=ba2d4d1c4bd4792bc3a6b429177af99b&oe=6072C860&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/18dd0c29-bdd9-4ffb-8507-02fddaf6ba1b.mp4,None,None,67
18e84829-901a-414d-8a2b-d1d2b3244db7,subject00028_video00023,minnesota,1800.19,"['Carpenter', 'Fixing something in the home']",Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_4414020335293206_3302637410392586616_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=f6f54ab4bd78dff915477e44076f716d&oe=60742163&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1c1ad50a-bff6-4976-962a-afc835248bf2.mp4,None,None,260
18edc157-d1d7-4ad6-bfb9-355c14560a65,unict_042_0146,unict,266.8,['Cleaning / laundry'],GoPro Max,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/40153910_244104347344792_8107566056661001591_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=1a5f777e805225f27d0a9ad8ba20a024&oe=6070D64C&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/04951098-4aea-4f3b-9a60-b6bbe1aaa35f.mp4,None,None,10
18f5b7b3-8d27-467f-9b48-1d8abe4a643f,2_sid_2020_1109_105834_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/04ff092e-3a21-4e4b-802b-3805e0c303b9.mp4,None,None,176
1920cc38-ed21-4e7b-86dd-2a482c8ca321,P50_0323,cmu,2434.43,['Doing yardwork / shoveling snow'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_3203368873098417_8139575719370915508_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=12369a7cb2b86df32004efb954212fe1&oe=6072A24D&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/222f5e8b-8a86-4342-8ae4-24302649e3da.mp4,None,None,48
192accf0-c649-46b7-a9c1-c0595b2f83d5,subject00002_video00111,minnesota,822.27,['Cleaning / laundry'],Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/47759740_459389895244048_6021725216680497018_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=9c6992da4e11cbae0401b431547ef6c7&oe=60724406&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0022bb8d-736a-42eb-9395-87bd3466a32a.mp4,None,None,137
1938c632-f575-49dd-8ae0-e48dbb467920,20200712_E3_GX010121,utokyo,682.58,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/44147335_262149335365616_2987662440669051446_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=2d3499687a74442853960b0fda107f7b&oe=6071C50E&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0961d9d8-59d1-4a1b-af28-c2db1e5a92d1.mp4,None,None,164
194314c8-c72b-4e42-8b70-918005fb6ad6,2_sid_2020_1026_105412_001,utokyo,1501.0,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/510f1996-b811-46d2-8431-1e57888a2104.mp4,None,None,160
194612d8-4baa-4e08-a382-158974395e45,subject00033_video00005,minnesota,1054.2,"['Grocery shopping indoors', 'Walking on street']",Zshade,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_458274858630987_1505440645312105216_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=5ea160917b8352d93b28c7028f33c952&oe=6071A2D8&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0e76138f-e486-4d1a-8a58-c42f557a0954.mp4,None,None,257
197ce452-db67-4543-bdec-e46d23ca94b6,4_sid_2020_1026_114221_001,utokyo,491.6,['Participating in a meeting'],Weeview ,1,0,None,manifold://ego4d_fair/tree/clip/0f953e76-2594-4649-a9ab-587f19956669.mp4,None,None,146
1982af6d-8f53-43a5-b81a-cda5a8099e6e,20200712_E6_GX010046,utokyo,63.58,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_1432981330386429_2477344012790168929_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=aece5349c4429b2c120c2532cd594ea5&oe=6072B1F9&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/ac0951f9-092b-4185-8a6e-067d8f4e91f9.mp4,None,None,145
19931aba-710a-43d3-87d7-b23995d6f43d,P28_0043,cmu,1567.3400000000001,"['jobs related to construction/renovation company\n(Director of work, tiler, plumber, Electrician, Handyman, etc)']",GoPro Hero Black 8,0,1,None,manifold://ego4d_fair/tree/clip/01626644-f351-4ede-b49e-45dc53d5b341.mp4,None,None,46
19be4e3e-0e16-4607-8aa4-fe05df3561a5,unict_021_0940,unict,1973.7799999999997,['Carpenter'],GoPro Hero 4,1,0,None,manifold://ego4d_fair/tree/clip/23a32db0-860d-401d-b501-4aaeb40aae52.mp4,None,None,19
19fb5546-43a2-4a7b-9afd-672e7fd257c4,20200629_E9_GX020027,utokyo,454.19,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_411370173482124_7324011388562595770_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=47504363dc66961345d110d57c809a7d&oe=6071260A&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/20b919c2-9cea-499e-8996-571be41489c3.mp4,None,None,218
19fed6e1-5a0b-4042-9d6e-bb606936cb50,20200629_E7_GX010058,utokyo,532.01,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46330843_2700176073536230_6113065347202895208_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=2830309ed490e690724259967e3fcf65&oe=6071D412&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/005bbbb5-ed4f-4674-aa8b-7375c434c2dd.mp4,None,None,215
1a03645e-c9bd-406a-8a49-1f8731bcd062,P8_0027,cmu,88.97,['Car mechanic'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_433539951256909_3294894414700780338_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=93781db54fc10012b7785ce970a93b48&oe=60709C6C&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0039749a-c3ab-407d-80af-c4039f6ee15d.mp4,None,None,44
1a2890cd-8547-4a38-a958-1b28b7085681,P28_0026,cmu,2124.28,"['jobs related to construction/renovation company\n(Director of work, tiler, plumber, Electrician, Handyman, etc)']",GoPro Hero Black 8,0,1,None,manifold://ego4d_fair/tree/clip/04466159-831e-4fc0-bc1f-65d1bb09cc45.mp4,None,None,46
1a49202c-eceb-446d-8d12-11cc55856f56,P8_0195,cmu,399.23,['Car mechanic'],GoPro Hero Black 8,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_2890378067955121_467910226321088514_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=25667ff5fe44502c656e2aa04635c171&oe=6072E047&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/a008ac07-d824-443d-95ca-8bbd7d109795.mp4,None,None,44
1a539495-14e5-437d-abd6-2e2e958fe123,20200629_E5_GX040059,utokyo,101.34,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_394360111618790_7114346589983659866_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=a29d6d492ec0041780a45d4114f45fa5&oe=6073EC22&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/02109544-ffcf-4d1a-89cc-31ee0759a348.mp4,None,None,189
1a68641a-cfe6-41d8-a357-ecec71792335,subject00002_video00027,minnesota,62.6,[],Zshade,0,0,None,manifold://ego4d_fair/tree/clip/7058e583-3bdd-4fec-b68b-0d29e010ed47.mp4,None,None,137
1a9bb53f-01ae-4bd7-afa3-a92570679a7a,20200615_E9_GX010012,utokyo,364.82,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_3501039083346679_2569528010929151497_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=1c0ea15e06a6a2e67f7812a16e07a7f6&oe=6071E83B&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/18c47450-9702-4d6c-8d36-46032516f75e.mp4,None,None,149
1aa28dec-e81d-4a76-b808-b804efaae529,20200712_E7_GX030083,utokyo,35.41,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_116055386997077_8995590726435673883_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=4c4edae691be1e8b69dd9697fabd99bf&oe=60709157&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/2f7ae49e-abdd-4f5b-a4c8-1aa86aa34707.mp4,None,None,185
1ab9d5f7-0181-458e-a5e7-72ce87501f3e,20200629_E1_GX010044,utokyo,571.37,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_816781995575694_5036574527189462373_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=9e2c6d5e9dc08a2ac6bef0a226175416&oe=6072DFDC&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/625fc91b-bf54-492a-bec7-1ab401225833.mp4,None,None,173
1b2f832a-7c17-4ca8-b7c3-49ac9dbaceb3,20200615_E1_GX030018,utokyo,708.01,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_711506206186223_1936364644277919818_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=67c404c13add1f52e03969dd412ddaf2&oe=6071C6DC&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/03538f89-8961-4f1d-b231-c6c4e7c33741.mp4,None,None,203
1b4df6b9-2ad1-431b-a023-c6a855e26380,subject00007_video00003,minnesota,1173.2,"['Cleaning / laundry', 'Talking with friends/housemates']",Zshade,0,0,None,manifold://ego4d_fair/tree/clip/0c8dd81d-e29f-4f88-b7cb-0592ba855ec7.mp4,None,None,136
1b9f06a7-b26d-4c74-863e-1d4fa22bbc37,0449_004_008_001_006_053_001,iiith,2116.14,['Attending religious activity'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_462373598278536_1710261028611214062_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=ea0a00398eccef159d63a14026dd3ddc&oe=6071D5C4&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/00018ea1-c8b5-4d24-a6f4-3245e080303d.mp4,None,None,104
1bbefe41-4f2a-4ef2-97df-24364aac3790,unict_021_0969,unict,310.57,['Carpenter'],GoPro Hero 4,1,0,None,manifold://ego4d_fair/tree/clip/0ddf30bf-5c06-4c55-be0c-77ec6d66c5c2.mp4,None,None,19
1bc1f5e9-9d74-4a07-9d1b-39e5410436b6,unict_019_0573,unict,431.17,"['jobs related to construction/renovation company\n(Director of work, tiler, plumber, Electrician, Handyman, etc)']",GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46366836_2872758849671281_647642505011456211_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=ec9aa3f0407f3a0d17b270e56032172a&oe=607320E3&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/01f42e37-f755-44ec-9e02-64d980f09294.mp4,None,None,25
1bd3bcfc-c168-43d3-9935-f02e08a55fde,unict_038_0632,unict,38.67,['Household management - caring for kids'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46868961_479344986758877_1691639749241757440_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=a7f456ec4a84f298a3300a97c66e2170&oe=6072A0E4&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1d973a51-ae1c-4ca9-ba90-ee2bd82fbf80.mp4,None,None,11
1beca23d-14f6-4145-9cfd-86f8a8b240e2,0183_001_018_001_006_000_001,iiith,870.07,['Cleaning / laundry'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/41924288_136249041684125_1390328104961546328_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=7562bdc908e8030c87cc1b7632d79f1e&oe=6071E928&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/01fc8651-0105-4d4e-89e6-e08eaf3c17ec.mp4,None,None,68
1bfe3bec-79fd-4b1b-8738-4d313f3f79b9,subject00005_video00003,minnesota,655.7,"['Cooking', 'Talking with family members']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_3980879501972032_5702822786665377464_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=55bb2197622a8ced435a611004c026ff&oe=6070FFB7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1bcd8246-566f-4ab7-ac19-b9eeb3f890b1.mp4,None,None,140
1bfe5ac2-cbf8-4364-8a30-60d97dd395df,015_0701_0097,kaust,698.07,[],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_2927341304160702_7502706286864658932_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=a92db2afe75f059f4c281fd1ed505e1f&oe=60734FDB&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/2ac47f1c-be89-43ca-a9d1-87d66022456a.mp4,None,None,5
1c0ba820-4a30-47dd-852d-c30685c7051e,subject00002_video00140,minnesota,1705.87,"['Cleaning / laundry', 'Cooking']",Zshade,0,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_269553601255920_1285680830786779895_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=609b9c5ab2a459e7a34d5b55860b1d09&oe=6070DBB7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/1024adde-3830-46ba-a6c3-c66aac52f067.mp4,None,None,137
1c0f60e1-148a-4cb9-885e-04cf435bec06,0353_007_085_001_006_054_002,iiith,1896.62,['Farmer'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_3668796296533960_6915043750475240557_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=c9df8dd6de37a25862cb8e7981316674&oe=6074442B&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0ef2dd53-84d5-4982-8210-f58631cbe537.mp4,None,None,125
1c14c094-8a86-4e61-bf94-5e3ad7cbd120,0285_001_021_001_004_036_001,iiith,1079.8999999999999,['Cooking'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_101713098537261_1692463090052022524_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=e8e78bca88a4bc1feba781187f6461e3&oe=6073FCC7&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/572ee214-3806-4ef8-ae26-5482bc77b476.mp4,None,None,67
1c2da42f-8b03-4643-bbd2-f29e2fc86bf6,0198_007_086_002_006_025_001_5,iiith,6350.419999999999,['Blacksmith'],GoPro Hero Black 7,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/46846852_268322508022862_3227736822087210631_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=999e24700c8de942eefe4b5736cefbbc&oe=6072F313&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/0032ee20-42a5-4f5b-b412-51e849756fe8.mp4,None,None,97
1c36b36d-8390-435c-bbf9-054e11534df8,20200712_E5_GX010083,utokyo,708.01,['Cooking'],GoPro Hero Black 8,1,0,https://interncache-frc.fbcdn.net/v/t53.39266-7/10000000_136669834998738_8096073294898615372_n.mp4?efg=eyJ1cmxnZW4iOiJ1cmxnZW5fY3BwX2NsaWVudC90eXBlcy9ldnN0L2hhbmRsZSJ9&oh=b4f427c972a68184d58a0288f3a03b20&oe=607405D0&_nc_sid=3c55f4,manifold://ego4d_fair/tree/clip/49f2d9e3-d551-428e-9acb-a1c465140894.mp4,None,None,206
