video_uid,origin_video_id,component_index,parent_start_sec,parent_end_sec,cvdf_source_location
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,4,4232.28,5290.349999999999,REDACTED
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,5,5290.349999999999,6348.419999999999,REDACTED
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,6,6348.419999999999,7406.489999999999,s3://ego4d-iiith/videos/0588_001_022_001_001_085_001/0588_001_022_001_001_085_001_7.MP4
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,7,7406.489999999999,8464.56,s3://ego4d-iiith/videos/0588_001_022_001_001_085_001/0588_001_022_001_001_085_001_8.MP4
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,8,8464.56,9522.63,REDACTED
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,9,9522.63,10580.699999999999,REDACTED
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,10,10580.699999999999,11638.769999999999,s3://ego4d-iiith/videos/0588_001_022_001_001_085_001/0588_001_022_001_001_085_001_11.MP4
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,11,11638.769999999999,11663.239999999998,s3://ego4d-iiith/videos/0588_001_022_001_001_085_001/0588_001_022_001_001_085_001_12.MP4
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,12,11663.239999999998,11687.709999999997,REDACTED
21dd0acb-4549-4439-90a9-9d920bbc603d,0588_001_022_001_001_085_001,13,11687.709999999997,12362.079999999998,s3://ego4d-iiith/videos/0588_001_022_001_001_085_001/0588_001_022_001_001_085_001_14.MP4
0538719e-78e5-45dd-a811-f7d32ce1d02b,subject00032_video00002,0,0.0,300.0,s3://ego4d-minnesota/subject00032/video00002/part000.MP4
0538719e-78e5-45dd-a811-f7d32ce1d02b,subject00032_video00002,1,300.0,600.0,s3://ego4d-minnesota/subject00032/video00002/part001.MP4
0538719e-78e5-45dd-a811-f7d32ce1d02b,subject00032_video00002,2,600.0,876.4,s3://ego4d-minnesota/subject00032/video00002/part002.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,0,0.0,600.08,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-0.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,1,600.08,1201.96,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-1.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,2,1201.96,1803.4,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-2.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,3,1803.4,2410.21,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-3.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,4,2410.21,3016.94,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-4.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,5,3016.94,3617.84,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-5.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,6,3617.84,4221.72,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-6.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,7,4221.72,4829.06,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-7.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,8,4829.06,5431.67,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-8.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,9,5431.67,6036.48,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-9.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,10,6036.48,6639.759999999999,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-10.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,11,6639.759999999999,7240.65,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-11.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,12,7240.65,7840.94,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-12.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,13,7840.94,8448.88,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-13.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,14,8448.88,9052.759999999998,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-14.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,15,9052.759999999998,9655.509999999998,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-15.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,16,9655.509999999998,10259.979999999998,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-16.MP4
410d71dc-9efa-4c4c-a9bd-fb560cc6210c,0037_004_056_002_004_000_001,17,10259.979999999998,10341.509999999998,s3://ego4d-iiith/videos/0037_004_056_002_004_000_001/0037_004_056_002_004_000_001-17.MP4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,0,0.0,531.6,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH010235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,1,0.0,531.6,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH010235.mp4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,2,531.6,1063.2,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH020235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,3,531.6,1063.2,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH020235.mp4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,4,1063.2,1594.8000000000002,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH030235.mp4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,5,1063.2,1594.8000000000002,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH030235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,6,1594.8000000000002,2126.4,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH040235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,7,1594.8000000000002,2126.4,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH040235.mp4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,8,2126.4,2658.0,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH050235.mp4
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,9,2126.4,2658.0,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH050235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,10,2658.0,2757.97,s3://ego4d-kaust/batch1/073/073_0828_0235/imu/GH060235-imu.csv
002c3b5c-ed86-4af3-99a1-4b497b7c8a86,073_0828_0235,11,2658.0,2757.97,s3://ego4d-kaust/batch1/073/073_0828_0235/videos/GH060235.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,0,0.0,531.07,s3://ego4d-cmu/Participant 21/0014/CMU_GH010014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,1,531.07,1062.67,s3://ego4d-cmu/Participant 21/0014/CMU_GH020014_021_GOPRO7_13_YARDWORK_08_04_2020.MP4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,2,1062.67,1593.7400000000002,s3://ego4d-cmu/Participant 21/0014/CMU_GH030014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,3,1593.7400000000002,2124.8100000000004,s3://ego4d-cmu/Participant 21/0014/CMU_GH040014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,4,2124.8100000000004,2655.8800000000006,s3://ego4d-cmu/Participant 21/0014/CMU_GH050014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,5,2655.8800000000006,3187.4800000000005,s3://ego4d-cmu/Participant 21/0014/CMU_GH060014_021_GOPRO7_13_YARDWORK_08_04_2020.MP4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,6,3187.4800000000005,3718.5500000000006,s3://ego4d-cmu/Participant 21/0014/CMU_GH070014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
817170ad-1f3b-44b1-9772-fe914fa17f30,P21_0014,7,3718.5500000000006,3781.9500000000007,s3://ego4d-cmu/Participant 21/0014/CMU_GH080014_021_GOPRO7_13_YARDWORK_08_04_2020.mp4
d7ef0332-de78-4b15-b959-5fccbc3894c3,20200712_E4_GX020060,0,0.0,275.3,s3://ego4d-utokyo/ego4d_20200712/videos/E4/GX020060.MP4
316b709c-1f0b-495e-8538-ccd1293443a6,058_0923_0816,0,0.0,487.4,s3://ego4d-kaust/batch2/058/058_0923_0816/videos/GH011816.mp4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,0,0.0,531.6,s3://ego4d-cmu/Participant 51/0342/CMU_GH010342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,1,531.6,1063.2,s3://ego4d-cmu/Participant 51/0342/CMU_GH020342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,2,1063.2,1594.8000000000002,s3://ego4d-cmu/Participant 51/0342/CMU_GH030342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,3,1594.8000000000002,2126.4,s3://ego4d-cmu/Participant 51/0342/CMU_GH040342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,4,2126.4,2658.0,s3://ego4d-cmu/Participant 51/0342/CMU_GH050342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
769a17ba-20d2-4f77-874f-874e5fb346bf,P51_0342,5,2658.0,2978.0299999999997,s3://ego4d-cmu/Participant 51/0342/CMU_GH060342_051_GOPRO8_05_CROCHET_10_13_2020.MP4
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,0,0.0,1058.07,REDACTED
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,1,1058.07,2116.14,REDACTED
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,2,2116.14,3174.21,s3://ego4d-iiith/videos/0257_001_021_001_004_037_001/0257_001_021_001_004_037_001_3.MP4
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,3,3174.21,4232.28,s3://ego4d-iiith/videos/0257_001_021_001_004_037_001/0257_001_021_001_004_037_001_4.MP4
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,4,4232.28,5290.349999999999,s3://ego4d-iiith/videos/0257_001_021_001_004_037_001/0257_001_021_001_004_037_001_5.MP4
b2a1b8ca-99d6-4f26-953f-426e89649e90,0257_001_021_001_004_037_001,5,5290.349999999999,5544.579999999999,s3://ego4d-iiith/videos/0257_001_021_001_004_037_001/0257_001_021_001_004_037_001_6.MP4
327a86aa-32d5-413d-bb78-3ceb1ff80044,subject00012_video00005,0,0.0,300.0,s3://ego4d-minnesota/subject00012/video00005/part000.MP4
327a86aa-32d5-413d-bb78-3ceb1ff80044,subject00012_video00005,1,300.0,600.0,s3://ego4d-minnesota/subject00012/video00005/part001.MP4
327a86aa-32d5-413d-bb78-3ceb1ff80044,subject00012_video00005,2,600.0,900.0,s3://ego4d-minnesota/subject00012/video00005/part002.MP4
327a86aa-32d5-413d-bb78-3ceb1ff80044,subject00012_video00005,3,900.0,951.13,s3://ego4d-minnesota/subject00012/video00005/part003.MP4
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,0,0.0,707.8,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH020024.MP4
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,1,0.0,707.8,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH030024.JSON
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,2,707.8,1075.22,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH030024.MP4
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,3,707.8,1075.22,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH010024.JSON
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,4,1075.22,1765.23,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH010024.MP4
798cc542-3fd4-42eb-9bf4-f3910603158b,0035,5,1075.22,1765.23,s3://ego4d-speac/videos/hotpot/videos/session1/participant4_cam#3/GH020024.JSON
9bfc628d-cf2b-4c11-b20e-d6cf5cea0b73,2_sid_2020_1124_112046_001,0,0.0,839.67,s3://ego4d-utokyo/201124/2/sid_2020_1124_112046_001.MP4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,0,0.0,707.73,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH012438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,1,0.0,707.73,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH012438-imu.csv
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,2,707.73,1415.46,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH022438-imu.csv
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,3,707.73,1415.46,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH022438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,4,1415.46,2123.19,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH032438-imu.csv
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,5,1415.46,2123.19,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH032438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,6,2123.19,2830.92,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH042438-imu.csv
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,7,2123.19,2830.92,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH042438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,8,2830.92,3538.63,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH052438-imu.csv
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,9,2830.92,3538.63,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH052438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,10,3538.63,3694.98,s3://ego4d-kaust/batch1/078/078_0723_0438/videos/GH062438.mp4
a7d54d2f-09b0-4a5c-9473-3c7054e9d02f,078_0723_0438,11,3538.63,3694.98,s3://ego4d-kaust/batch1/078/078_0723_0438/imu/GH062438-imu.csv
5122adb8-0559-4f92-8077-4a99463ca09d,0113_001_021_001_004_010_001,0,0.0,600.08,s3://ego4d-iiith/videos/0113_001_021_001_004_010_001/0113_001_021_001_004_010_001-0.MP4
5122adb8-0559-4f92-8077-4a99463ca09d,0113_001_021_001_004_010_001,1,600.08,1201.26,s3://ego4d-iiith/videos/0113_001_021_001_004_010_001/0113_001_021_001_004_010_001-1.MP4
5122adb8-0559-4f92-8077-4a99463ca09d,0113_001_021_001_004_010_001,2,1201.26,1801.4299999999998,s3://ego4d-iiith/videos/0113_001_021_001_004_010_001/0113_001_021_001_004_010_001-2.MP4
5122adb8-0559-4f92-8077-4a99463ca09d,0113_001_021_001_004_010_001,3,1801.4299999999998,1951.6299999999999,s3://ego4d-iiith/videos/0113_001_021_001_004_010_001/0113_001_021_001_004_010_001-3.MP4
719d9e89-4eb2-49ea-be14-dc2637dc303f,20200727_E1_GX010089,0,0.0,708.01,s3://ego4d-utokyo/ego4d_20200727/videos/E1/GX010089.MP4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,0,0.0,531.07,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH012408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,1,0.0,531.07,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH012408.mp4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,2,531.07,1063.14,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH022408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,3,531.07,1063.14,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH022408.mp4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,4,1063.14,1595.21,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH032408.mp4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,5,1063.14,1595.21,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH032408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,6,1595.21,2127.35,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH042408.mp4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,7,1595.21,2127.35,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH042408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,8,2127.35,2659.42,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH052408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,9,2127.35,2659.42,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH052408.mp4
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,10,2659.42,2857.4900000000002,s3://ego4d-kaust/batch1/031/031_0713_0408/imu/GH062408-imu.csv
8faba664-2d52-46f5-9a17-a486502e6da0,031_0713_0408,11,2659.42,2857.4900000000002,s3://ego4d-kaust/batch1/031/031_0713_0408/videos/GH062408.mp4
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,0,0.0,1058.07,s3://ego4d-iiith/videos/0297_001_021_001_004_037_001/0297_001_021_001_004_037_001_1.MP4
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,1,1058.07,2116.14,s3://ego4d-iiith/videos/0297_001_021_001_004_037_001/0297_001_021_001_004_037_001_2.MP4
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,2,2116.14,3175.21,s3://ego4d-iiith/videos/0297_001_021_001_004_037_001/0297_001_021_001_004_037_001_3.MP4
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,3,3175.21,4234.28,s3://ego4d-iiith/videos/0297_001_021_001_004_037_001/0297_001_021_001_004_037_001_4.MP4
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,4,4234.28,5293.349999999999,REDACTED
cba13243-5ad3-4360-87df-6286867c473a,0297_001_021_001_004_037_001,5,5293.349999999999,5316.549999999999,s3://ego4d-iiith/videos/0297_001_021_001_004_037_001/0297_001_021_001_004_037_001_6.MP4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,0,0.0,532.07,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH012314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,1,0.0,532.07,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH012314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,2,532.07,1064.14,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH022314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,3,532.07,1064.14,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH022314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,4,1064.14,1596.21,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH032314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,5,1064.14,1596.21,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH032314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,6,1596.21,2128.28,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH042314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,7,1596.21,2128.28,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH042314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,8,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH052314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,9,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH052314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,10,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH062314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,11,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH062314-imu.csv
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,12,3192.4200000000005,3561.6900000000005,s3://ego4d-kaust/batch1/021/021_0627_0314/videos/GH072314.mp4
7ea94f18-3b89-4c8e-aa91-685a76fc4e01,021_0627_0314,13,3192.4200000000005,3561.6900000000005,s3://ego4d-kaust/batch1/021/021_0627_0314/imu/GH072314-imu.csv
7d835232-8116-4599-b464-dae42bed8064,P8_0208,0,0.0,196.27,s3://ego4d-cmu/Participant 8/0208/CMU_GH010208_08_GOPRO8_12_MECHANIC_07_29_2020.MP4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,0,0.0,532.07,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH022246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,1,0.0,532.07,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH022246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,2,532.07,1064.14,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH032246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,3,532.07,1064.14,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH032246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,4,1064.14,1596.21,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH042246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,5,1064.14,1596.21,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH042246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,6,1596.21,2128.28,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH052246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,7,1596.21,2128.28,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH052246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,8,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH062246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,9,2128.28,2660.3500000000004,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH062246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,10,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH072246.mp4
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,11,2660.3500000000004,3192.4200000000005,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH072246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,12,3192.4200000000005,3571.4200000000005,s3://ego4d-kaust/batch1/003/003_0310_0246/imu/GH082246-imu.csv
002d2729-df71-438d-8396-5895b349e8fd,003_0310_0246,13,3192.4200000000005,3571.4200000000005,s3://ego4d-kaust/batch1/003/003_0310_0246/videos/GH082246.mp4
06546c45-e0f8-4d75-a184-39e19552c6b7,unict_002_0179,0,0.0,805.9,s3://ego4d-unict/videos/unict_002_0179/mp4_data/video_chunk_00.mp4
06546c45-e0f8-4d75-a184-39e19552c6b7,unict_002_0179,1,0.0,805.9,s3://ego4d-unict/videos/unict_002_0179/imu_data/video_chunk_00.csv
83081c5a-8456-44d8-af67-280034f8f0a6,20201210-1315-DJC-10010,0,0.0,3623.6,s3://ego4d-indiana/20201210-1315-DJC/10010/20201210-1315-DJC-10010-gazefinal.mp4
83081c5a-8456-44d8-af67-280034f8f0a6,20201210-1315-DJC-10010,1,0.0,3623.6,s3://ego4d-indiana/20201210-1315-DJC/10010/gaze_positions.csv
83081c5a-8456-44d8-af67-280034f8f0a6,20201210-1315-DJC-10010,2,0.0,3623.6,s3://ego4d-indiana/20201210-1315-DJC/10010/world.mp4
374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,unict_003_0212,0,0.0,1058.09,videos/unict_003_0212/imu_data/video_chunk_00.csv
374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,unict_003_0212,1,0.0,1058.09,s3://ego4d-unict/videos/unict_003_0212/mp4_data/video_chunk_00.mp4
374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,unict_003_0212,2,1058.09,1505.6599999999999,s3://ego4d-unict/videos/unict_003_0212/mp4_data/video_chunk_01.mp4
374832bf-f977-4e8b-b0e0-2f2ea1e38b5d,unict_003_0212,3,1058.09,1505.6599999999999,videos/unict_003_0212/imu_data/video_chunk_01.csv
4894e32d-7aab-4717-981c-9bfc1eac6aa4,unict_005_0015,0,0.0,532.0,s3://ego4d-unict/videos/unict_005_0015/mp4_data/video_chunk_00.mp4
4894e32d-7aab-4717-981c-9bfc1eac6aa4,unict_005_0015,1,0.0,532.0,s3://ego4d-unict/videos/unict_005_0015/imu_data/video_chunk_00.csv
4894e32d-7aab-4717-981c-9bfc1eac6aa4,unict_005_0015,2,532.0,1064.0,s3://ego4d-unict/videos/unict_005_0015/imu_data/video_chunk_01.csv
